"2019-04-24 00:29:54 +0700", "Change purpose input box, add navigation, add firebase initialize", "nguyentamdat"
"2019-04-17 22:48:38 +0700", "New look of transaction page", "nguyentamdat"
"2019-04-12 16:04:12 +0700", "ReTheme", "nguyentamdat"
